period,product_name,total_cost,avg_quarterly,avg_diff,avg_change,sale_performance
2011-Q1,Picnic Boxes Set Of 3 Retrospot,1976.8,911.31,1065.49,Above Avg,Increased
2011-Q2,Picnic Boxes Set Of 3 Retrospot,957.56,911.31,46.25,Above Avg,Decreased
2011-Q3,Picnic Boxes Set Of 3 Retrospot,1051.3,911.31,139.99,Above Avg,Increased
2011-Q4,Picnic Boxes Set Of 3 Retrospot,500.25,911.31,-411.06,Below Avg,Decreased
2010-Q4,Picture Dominoes,575.19,959.68,-384.49,Below Avg,First quarter
2011-Q1,Picture Dominoes,704.14,959.68,-255.54,Below Avg,Increased
2011-Q2,Picture Dominoes,793.67,959.68,-166.01,Below Avg,Increased
2011-Q3,Picture Dominoes,747.14,959.68,-212.54,Below Avg,Decreased
2011-Q4,Picture Dominoes,1978.24,959.68,1018.56,Above Avg,Increased
2010-Q4,Picture Frame Wood Triple Portrait,494.15,1371.79,-877.64,Below Avg,First quarter
2011-Q1,Picture Frame Wood Triple Portrait,1526.97,1371.79,155.18,Above Avg,Increased
2011-Q2,Picture Frame Wood Triple Portrait,1247.37,1371.79,-124.42,Below Avg,Decreased
2011-Q3,Picture Frame Wood Triple Portrait,2188.14,1371.79,816.35,Above Avg,Increased
2011-Q4,Picture Frame Wood Triple Portrait,1402.32,1371.79,30.53,Above Avg,Decreased
2011-Q1,Piece Of Camo Stationery Set,45.36,79.48,-34.12,Below Avg,First quarter
2011-Q2,Piece Of Camo Stationery Set,115.6,79.48,36.12,Above Avg,Increased
2011-Q3,Piece Of Camo Stationery Set,153.44,79.48,73.96,Above Avg,Increased
2011-Q4,Piece Of Camo Stationery Set,3.52,79.48,-75.96,Below Avg,Decreased
2010-Q4,Pig Keyring With Light & Sound,236.37,264.39,-28.02,Below Avg,First quarter
2011-Q1,Pig Keyring With Light & Sound,169.73,264.39,-94.66,Below Avg,Decreased
2011-Q2,Pig Keyring With Light & Sound,67.38,264.39,-197.01,Below Avg,Decreased
2011-Q3,Pig Keyring With Light & Sound,106.74,264.39,-157.65,Below Avg,Increased
2011-Q4,Pig Keyring With Light & Sound,741.75,264.39,477.36,Above Avg,Increased
2010-Q4,Pig Mug In Two Colour Designs,8.42,26.05,-17.63,Below Avg,First quarter
2011-Q1,Pig Mug In Two Colour Designs,22.83,26.05,-3.22,Below Avg,Increased
2011-Q2,Pig Mug In Two Colour Designs,15.04,26.05,-11.01,Below Avg,Decreased
2011-Q3,Pig Mug In Two Colour Designs,68.38,26.05,42.33,Above Avg,Increased
2011-Q4,Pig Mug In Two Colour Designs,15.6,26.05,-10.45,Below Avg,Decreased
2010-Q4,Piggy Bank Retrospot,722.45,1395,-672.55,Below Avg,First quarter
2011-Q1,Piggy Bank Retrospot,959.64,1395,-435.36,Below Avg,Increased
2011-Q2,Piggy Bank Retrospot,928.87,1395,-466.13,Below Avg,Decreased
2011-Q3,Piggy Bank Retrospot,3361.17,1395,1966.17,Above Avg,Increased
2011-Q4,Piggy Bank Retrospot,1002.85,1395,-392.15,Below Avg,Decreased
2010-Q4,Pillar Candle Silver Flock,131.77,205.75,-73.98,Below Avg,First quarter
2011-Q1,Pillar Candle Silver Flock,83.87,205.75,-121.88,Below Avg,Decreased
2011-Q2,Pillar Candle Silver Flock,112.1,205.75,-93.65,Below Avg,Increased
2011-Q3,Pillar Candle Silver Flock,123.67,205.75,-82.08,Below Avg,Increased
2011-Q4,Pillar Candle Silver Flock,577.35,205.75,371.6,Above Avg,Increased
2010-Q4,Pin Cushion Babushka Blue,24.35,82.16,-57.81,Below Avg,First quarter
2011-Q1,Pin Cushion Babushka Blue,233.07,82.16,150.91,Above Avg,Increased
2011-Q2,Pin Cushion Babushka Blue,43.55,82.16,-38.61,Below Avg,Decreased
2011-Q3,Pin Cushion Babushka Blue,50.18,82.16,-31.98,Below Avg,Increased
2011-Q4,Pin Cushion Babushka Blue,59.66,82.16,-22.5,Below Avg,Increased
2010-Q4,Pin Cushion Babushka Pink,49.46,227.04,-177.58,Below Avg,First quarter
2011-Q1,Pin Cushion Babushka Pink,241.6,227.04,14.56,Above Avg,Increased
2011-Q2,Pin Cushion Babushka Pink,70.35,227.04,-156.69,Below Avg,Decreased
2011-Q3,Pin Cushion Babushka Pink,159.99,227.04,-67.05,Below Avg,Increased
2011-Q4,Pin Cushion Babushka Pink,613.78,227.04,386.74,Above Avg,Increased
2010-Q4,Pin Cushion Babushka Red,33.71,131.29,-97.58,Below Avg,First quarter
2011-Q1,Pin Cushion Babushka Red,214.26,131.29,82.97,Above Avg,Increased
2011-Q2,Pin Cushion Babushka Red,53.46,131.29,-77.83,Below Avg,Decreased
2011-Q3,Pin Cushion Babushka Red,144.05,131.29,12.76,Above Avg,Increased
2011-Q4,Pin Cushion Babushka Red,210.95,131.29,79.66,Above Avg,Increased
2010-Q4,Ping Microwave Apron,85.41,213.68,-128.27,Below Avg,First quarter
2011-Q1,Ping Microwave Apron,109.78,213.68,-103.9,Below Avg,Increased
2011-Q2,Ping Microwave Apron,210.72,213.68,-2.96,Below Avg,Increased
2011-Q3,Ping Microwave Apron,272.89,213.68,59.21,Above Avg,Increased
2011-Q4,Ping Microwave Apron,389.58,213.68,175.9,Above Avg,Increased
2010-Q4,Ping! Microwave Plate,73.6,83.02,-9.42,Below Avg,First quarter
2011-Q1,Ping! Microwave Plate,39.81,83.02,-43.21,Below Avg,Decreased
2011-Q2,Ping! Microwave Plate,39.41,83.02,-43.61,Below Avg,Decreased
2011-Q3,Ping! Microwave Plate,51.19,83.02,-31.83,Below Avg,Increased
2011-Q4,Ping! Microwave Plate,211.08,83.02,128.06,Above Avg,Increased
2010-Q4,Pink & White Rosebud Ring,4.24,22.01,-17.77,Below Avg,First quarter
2011-Q1,Pink & White Rosebud Ring,12.65,22.01,-9.36,Below Avg,Increased
2011-Q3,Pink & White Rosebud Ring,37.95,22.01,15.94,Above Avg,Increased
2011-Q4,Pink & White Rosebud Ring,33.2,22.01,11.19,Above Avg,Decreased
2010-Q4,Pink Baby Bunting,115.22,1304.19,-1188.97,Below Avg,First quarter
2011-Q1,Pink Baby Bunting,2187.95,1304.19,883.76,Above Avg,Increased
2011-Q2,Pink Baby Bunting,1732.03,1304.19,427.84,Above Avg,Decreased
2011-Q3,Pink Baby Bunting,1736.94,1304.19,432.75,Above Avg,Increased
2011-Q4,Pink Baby Bunting,748.83,1304.19,-555.36,Below Avg,Decreased
2010-Q4,Pink Blue Felt Craft Trinket Box,466.55,2487.62,-2021.07,Below Avg,First quarter
2011-Q1,Pink Blue Felt Craft Trinket Box,1696.32,2487.62,-791.3,Below Avg,Increased
2011-Q2,Pink Blue Felt Craft Trinket Box,928.27,2487.62,-1559.35,Below Avg,Decreased
2011-Q3,Pink Blue Felt Craft Trinket Box,2377,2487.62,-110.62,Below Avg,Increased
2011-Q4,Pink Blue Felt Craft Trinket Box,6969.95,2487.62,4482.33,Above Avg,Increased
2010-Q4,Pink Boudoir T-Light Holder,10.2,10.2,0,Avg,First quarter
2011-Q4,Pink Bunny Easter Egg Basket,231.9,231.9,0,Avg,First quarter
2010-Q4,Pink Butterfly Cushion Cover,30.57,73.64,-43.07,Below Avg,First quarter
2011-Q1,Pink Butterfly Cushion Cover,67.4,73.64,-6.24,Below Avg,Increased
2011-Q2,Pink Butterfly Cushion Cover,196.58,73.64,122.94,Above Avg,Increased
2011-Q3,Pink Butterfly Cushion Cover,0,73.64,-73.64,Below Avg,Decreased
2010-Q4,Pink Butterfly Handbag W Bobbles,101.04,134.32,-33.28,Below Avg,First quarter
2011-Q1,Pink Butterfly Handbag W Bobbles,174.1,134.32,39.78,Above Avg,Increased
2011-Q2,Pink Butterfly Handbag W Bobbles,41.3,134.32,-93.02,Below Avg,Decreased
2011-Q3,Pink Butterfly Handbag W Bobbles,119.77,134.32,-14.55,Below Avg,Increased
2011-Q4,Pink Butterfly Handbag W Bobbles,235.41,134.32,101.09,Above Avg,Increased
2010-Q4,Pink Butterfly Washbag,8.5,10.57,-2.07,Below Avg,First quarter
2011-Q2,Pink Butterfly Washbag,12.54,10.57,1.97,Above Avg,Increased
2011-Q3,Pink Butterfly Washbag,12.75,10.57,2.18,Above Avg,Increased
2011-Q4,Pink Butterfly Washbag,8.5,10.57,-2.07,Below Avg,Decreased
2010-Q4,Pink Cat Bowl,10.52,116.67,-106.15,Below Avg,First quarter
2011-Q1,Pink Cat Bowl,149.49,116.67,32.82,Above Avg,Increased
2011-Q2,Pink Cat Bowl,50.92,116.67,-65.75,Below Avg,Decreased
2011-Q3,Pink Cat Bowl,126.04,116.67,9.37,Above Avg,Increased
2011-Q4,Pink Cat Bowl,246.36,116.67,129.69,Above Avg,Increased
2010-Q4,Pink Cat Floral Cushion Cover,3.75,33.66,-29.91,Below Avg,First quarter
2011-Q2,Pink Cat Floral Cushion Cover,97.22,33.66,63.56,Above Avg,Increased
2011-Q3,Pink Cat Floral Cushion Cover,0,33.66,-33.66,Below Avg,Decreased
2010-Q4,Pink Chick Egg Warmer + Egg Cup,10.52,54.7,-44.18,Below Avg,First quarter
2011-Q1,Pink Chick Egg Warmer + Egg Cup,141.98,54.7,87.28,Above Avg,Increased
2011-Q2,Pink Chick Egg Warmer + Egg Cup,59.51,54.7,4.81,Above Avg,Decreased
2011-Q4,Pink Chick Egg Warmer + Egg Cup,6.8,54.7,-47.9,Below Avg,Decreased
2011-Q1,Pink Combo Mini Crystals Necklace,10.91,8.16,2.76,Above Avg,First quarter
2011-Q3,Pink Combo Mini Crystals Necklace,5.4,8.16,-2.76,Below Avg,Decreased
2010-Q4,Pink Cream Felt Craft Trinket Box,451.61,1820.11,-1368.5,Below Avg,First quarter
2011-Q1,Pink Cream Felt Craft Trinket Box,1726.63,1820.11,-93.48,Below Avg,Increased
2011-Q2,Pink Cream Felt Craft Trinket Box,1529.28,1820.11,-290.83,Below Avg,Decreased
2011-Q3,Pink Cream Felt Craft Trinket Box,2945.47,1820.11,1125.36,Above Avg,Increased
2011-Q4,Pink Cream Felt Craft Trinket Box,2447.57,1820.11,627.46,Above Avg,Decreased
2011-Q1,Pink Crystal Guitar Phone Charm,0.85,0.85,0,Avg,First quarter
2010-Q4,Pink Crystal Skull Phone Charm,3.32,3.49,-0.17,Below Avg,First quarter
2011-Q1,Pink Crystal Skull Phone Charm,1.63,3.49,-1.86,Below Avg,Decreased
2011-Q3,Pink Crystal Skull Phone Charm,1.63,3.49,-1.86,Below Avg,Equal
2011-Q4,Pink Crystal Skull Phone Charm,7.36,3.49,3.88,Above Avg,Increased
2011-Q1,Pink Daisy Bag Charm,19.98,14.84,5.15,Above Avg,First quarter
2011-Q2,Pink Daisy Bag Charm,4.92,14.84,-9.92,Below Avg,Decreased
2011-Q3,Pink Daisy Bag Charm,27.6,14.84,12.77,Above Avg,Increased
2011-Q4,Pink Daisy Bag Charm,6.84,14.84,-8,Below Avg,Decreased
2010-Q4,Pink Diamante Pen In Gift Box,343.18,229.51,113.67,Above Avg,First quarter
2011-Q1,Pink Diamante Pen In Gift Box,435.24,229.51,205.73,Above Avg,Increased
2011-Q2,Pink Diamante Pen In Gift Box,42.79,229.51,-186.72,Below Avg,Decreased
2011-Q3,Pink Diamante Pen In Gift Box,139.15,229.51,-90.36,Below Avg,Increased
2011-Q4,Pink Diamante Pen In Gift Box,187.21,229.51,-42.3,Below Avg,Increased
2011-Q2,Pink Diner Wall Clock,76.5,913.78,-837.28,Below Avg,First quarter
2011-Q3,Pink Diner Wall Clock,1592.08,913.78,678.3,Above Avg,Increased
2011-Q4,Pink Diner Wall Clock,1072.77,913.78,158.99,Above Avg,Decreased
2010-Q4,Pink Dog Bowl,99.61,175.98,-76.37,Below Avg,First quarter
2011-Q1,Pink Dog Bowl,187.62,175.98,11.64,Above Avg,Increased
2011-Q2,Pink Dog Bowl,211.84,175.98,35.86,Above Avg,Increased
2011-Q3,Pink Dog Bowl,144.12,175.98,-31.86,Below Avg,Decreased
2011-Q4,Pink Dog Bowl,236.7,175.98,60.72,Above Avg,Increased
2010-Q4,Pink Dolly Hair Clips,2.1,1.05,1.05,Above Avg,First quarter
2011-Q1,Pink Dolly Hair Clips,0,1.05,-1.05,Below Avg,Decreased
2010-Q4,Pink Doughnut Trinket Pot,340.97,498.03,-157.06,Below Avg,First quarter
2011-Q1,Pink Doughnut Trinket Pot,625.94,498.03,127.91,Above Avg,Increased
2011-Q2,Pink Doughnut Trinket Pot,458.75,498.03,-39.28,Below Avg,Decreased
2011-Q3,Pink Doughnut Trinket Pot,349.65,498.03,-148.38,Below Avg,Decreased
2011-Q4,Pink Doughnut Trinket Pot,714.84,498.03,216.81,Above Avg,Increased
2010-Q4,Pink Drawer Knob Acrylic Edwardian,382.16,1022.59,-640.43,Below Avg,First quarter
2011-Q1,Pink Drawer Knob Acrylic Edwardian,1625.06,1022.59,602.47,Above Avg,Increased
2011-Q2,Pink Drawer Knob Acrylic Edwardian,1332.63,1022.59,310.04,Above Avg,Decreased
2011-Q3,Pink Drawer Knob Acrylic Edwardian,910.05,1022.59,-112.54,Below Avg,Decreased
2011-Q4,Pink Drawer Knob Acrylic Edwardian,863.05,1022.59,-159.54,Below Avg,Decreased
2011-Q2,Pink Easter Hens+Flower,7.38,19.16,-11.78,Below Avg,First quarter
2011-Q3,Pink Easter Hens+Flower,30.93,19.16,11.78,Above Avg,Increased
2010-Q4,Pink Flock Glass Candleholder,9.9,9.89,0.01,Above Avg,First quarter
2011-Q1,Pink Flock Glass Candleholder,9.9,9.89,0.01,Above Avg,Equal
2011-Q2,Pink Flock Glass Candleholder,9.88,9.89,-0.01,Below Avg,Decreased
2010-Q4,Pink Floral Feltcraft Shoulder Bag,402.93,850.93,-448,Below Avg,First quarter
2011-Q1,Pink Floral Feltcraft Shoulder Bag,483.71,850.93,-367.22,Below Avg,Increased
2011-Q2,Pink Floral Feltcraft Shoulder Bag,506.13,850.93,-344.8,Below Avg,Increased
2011-Q3,Pink Floral Feltcraft Shoulder Bag,990.28,850.93,139.35,Above Avg,Increased
2011-Q4,Pink Floral Feltcraft Shoulder Bag,1871.58,850.93,1020.65,Above Avg,Increased
2010-Q4,Pink Flower Crochet Food Cover,15.12,179.56,-164.44,Below Avg,First quarter
2011-Q1,Pink Flower Crochet Food Cover,198.75,179.56,19.19,Above Avg,Increased
2011-Q2,Pink Flower Crochet Food Cover,227.79,179.56,48.23,Above Avg,Increased
2011-Q3,Pink Flower Crochet Food Cover,306.22,179.56,126.66,Above Avg,Increased
2011-Q4,Pink Flower Crochet Food Cover,149.92,179.56,-29.64,Below Avg,Decreased
2010-Q4,Pink Flower Fabric Pony,49.11,89.25,-40.14,Below Avg,First quarter
2011-Q1,Pink Flower Fabric Pony,37.46,89.25,-51.79,Below Avg,Decreased
2011-Q2,Pink Flower Fabric Pony,131.24,89.25,41.99,Above Avg,Increased
2011-Q3,Pink Flower Fabric Pony,164.75,89.25,75.5,Above Avg,Increased
2011-Q4,Pink Flower Fabric Pony,63.67,89.25,-25.58,Below Avg,Decreased
2010-Q4,Pink Gingham Cat With Scarf,20.36,78.63,-58.27,Below Avg,First quarter
2011-Q1,Pink Gingham Cat With Scarf,86.7,78.63,8.07,Above Avg,Increased
2011-Q2,Pink Gingham Cat With Scarf,147.85,78.63,69.22,Above Avg,Increased
2011-Q3,Pink Gingham Cat With Scarf,59.6,78.63,-19.03,Below Avg,Decreased
2010-Q4,Pink Glass Candleholder,59.05,108.72,-49.67,Below Avg,First quarter
2011-Q1,Pink Glass Candleholder,111.66,108.72,2.94,Above Avg,Increased
2011-Q2,Pink Glass Candleholder,143.69,108.72,34.97,Above Avg,Increased
2011-Q3,Pink Glass Candleholder,106.09,108.72,-2.63,Below Avg,Decreased
2011-Q4,Pink Glass Candleholder,123.13,108.72,14.41,Above Avg,Increased
2010-Q4,Pink Goose Feather Tree 60Cm,11.82,53.44,-41.62,Below Avg,First quarter
2011-Q1,Pink Goose Feather Tree 60Cm,5.79,53.44,-47.65,Below Avg,Decreased
2011-Q2,Pink Goose Feather Tree 60Cm,3.9,53.44,-49.54,Below Avg,Decreased
2011-Q3,Pink Goose Feather Tree 60Cm,105.3,53.44,51.86,Above Avg,Increased
2011-Q4,Pink Goose Feather Tree 60Cm,140.4,53.44,86.96,Above Avg,Increased
2010-Q4,Pink Handbag,5.9,47.85,-41.95,Below Avg,First quarter
2011-Q1,Pink Handbag,37.78,47.85,-10.07,Below Avg,Increased
2011-Q2,Pink Handbag,150.31,47.85,102.46,Above Avg,Increased
2011-Q3,Pink Handbag,24.6,47.85,-23.25,Below Avg,Decreased
2011-Q4,Pink Handbag,20.65,47.85,-27.2,Below Avg,Decreased
2010-Q4,Pink Heart Confetti In Tube,48.33,173.63,-125.3,Below Avg,First quarter
2011-Q1,Pink Heart Confetti In Tube,357.98,173.63,184.35,Above Avg,Increased
2011-Q2,Pink Heart Confetti In Tube,185.72,173.63,12.09,Above Avg,Decreased
2011-Q3,Pink Heart Confetti In Tube,185.09,173.63,11.46,Above Avg,Decreased
2011-Q4,Pink Heart Confetti In Tube,91.05,173.63,-82.58,Below Avg,Decreased
2010-Q4,Pink Heart Dots Hot Water Bottle,147.88,147.88,0,Avg,First quarter
2010-Q4,Pink Heart Shape Egg Frying Pan,1367.23,946.17,421.06,Above Avg,First quarter
2011-Q1,Pink Heart Shape Egg Frying Pan,1567.93,946.17,621.76,Above Avg,Increased
2011-Q2,Pink Heart Shape Egg Frying Pan,580.77,946.17,-365.4,Below Avg,Decreased
2011-Q3,Pink Heart Shape Egg Frying Pan,709.11,946.17,-237.06,Below Avg,Increased
2011-Q4,Pink Heart Shape Egg Frying Pan,505.79,946.17,-440.38,Below Avg,Decreased
2010-Q4,Pink Heart Shape Love Bucket,73.77,364.71,-290.94,Below Avg,First quarter
2011-Q1,Pink Heart Shape Love Bucket,535.87,364.71,171.16,Above Avg,Increased
2011-Q2,Pink Heart Shape Love Bucket,491.99,364.71,127.28,Above Avg,Decreased
2011-Q3,Pink Heart Shape Love Bucket,161.81,364.71,-202.9,Below Avg,Decreased
2011-Q4,Pink Heart Shape Love Bucket,560.13,364.71,195.42,Above Avg,Increased
2010-Q4,Pink Hearts Paper Garland,162.8,57.57,105.23,Above Avg,First quarter
2011-Q1,Pink Hearts Paper Garland,3.3,57.57,-54.27,Below Avg,Decreased
2011-Q4,Pink Hearts Paper Garland,6.6,57.57,-50.97,Below Avg,Increased
2010-Q4,Pink Honeycomb Paper Ball,169.98,452.99,-283.01,Below Avg,First quarter
2011-Q1,Pink Honeycomb Paper Ball,954.7,452.99,501.71,Above Avg,Increased
2011-Q2,Pink Honeycomb Paper Ball,234.28,452.99,-218.71,Below Avg,Decreased
2010-Q4,Pink Honeycomb Paper Fan,60.92,119.97,-59.05,Below Avg,First quarter
2011-Q1,Pink Honeycomb Paper Fan,184.7,119.97,64.73,Above Avg,Increased
2011-Q2,Pink Honeycomb Paper Fan,110.03,119.97,-9.94,Below Avg,Decreased
2011-Q3,Pink Honeycomb Paper Fan,153.22,119.97,33.25,Above Avg,Increased
2011-Q4,Pink Honeycomb Paper Fan,91,119.97,-28.97,Below Avg,Decreased
2010-Q4,Pink Love Heart Shape Cup,59.63,154.15,-94.52,Below Avg,First quarter
2011-Q1,Pink Love Heart Shape Cup,303.27,154.15,149.12,Above Avg,Increased
2011-Q2,Pink Love Heart Shape Cup,145.73,154.15,-8.42,Below Avg,Decreased
2011-Q3,Pink Love Heart Shape Cup,108.18,154.15,-45.97,Below Avg,Decreased
2011-Q4,Pink Love Heart Shape Cup,153.92,154.15,-0.23,Below Avg,Increased
2010-Q4,Pink Marshmallow Scarf Knitting Kit,91.8,91.8,0,Avg,First quarter
2010-Q4,Pink Owl Soft Toy,112.17,517.67,-405.5,Below Avg,First quarter
2011-Q1,Pink Owl Soft Toy,467.95,517.67,-49.72,Below Avg,Increased
2011-Q2,Pink Owl Soft Toy,271.18,517.67,-246.49,Below Avg,Decreased
2011-Q3,Pink Owl Soft Toy,291.61,517.67,-226.06,Below Avg,Increased
2011-Q4,Pink Owl Soft Toy,1445.42,517.67,927.75,Above Avg,Increased
2010-Q4,Pink Padded Mobile,55.25,119.81,-64.56,Below Avg,First quarter
2011-Q1,Pink Padded Mobile,250.75,119.81,130.94,Above Avg,Increased
2011-Q2,Pink Padded Mobile,233.54,119.81,113.73,Above Avg,Decreased
2011-Q3,Pink Padded Mobile,34,119.81,-85.81,Below Avg,Decreased
2011-Q4,Pink Padded Mobile,25.5,119.81,-94.31,Below Avg,Decreased
2010-Q4,Pink Paisley Rose Gift Wrap,31.5,97.6,-66.1,Below Avg,First quarter
2011-Q1,Pink Paisley Rose Gift Wrap,84,97.6,-13.6,Below Avg,Increased
2011-Q2,Pink Paisley Rose Gift Wrap,141.5,97.6,43.9,Above Avg,Increased
2011-Q3,Pink Paisley Rose Gift Wrap,147,97.6,49.4,Above Avg,Increased
2011-Q4,Pink Paisley Rose Gift Wrap,84,97.6,-13.6,Below Avg,Decreased
2010-Q4,Pink Paisley Square Tissue Box,32.54,116.35,-83.81,Below Avg,First quarter
2011-Q1,Pink Paisley Square Tissue Box,3.75,116.35,-112.6,Below Avg,Decreased
2011-Q2,Pink Paisley Square Tissue Box,15,116.35,-101.35,Below Avg,Increased
2011-Q3,Pink Paisley Square Tissue Box,332.37,116.35,216.02,Above Avg,Increased
2011-Q4,Pink Paisley Square Tissue Box,198.09,116.35,81.74,Above Avg,Decreased
2010-Q4,Pink Party Sunglasses,1.95,7.35,-5.4,Below Avg,First quarter
2011-Q1,Pink Party Sunglasses,3.9,7.35,-3.45,Below Avg,Increased
2011-Q2,Pink Party Sunglasses,18.54,7.35,11.19,Above Avg,Increased
2011-Q3,Pink Party Sunglasses,10.42,7.35,3.07,Above Avg,Decreased
2011-Q4,Pink Party Sunglasses,1.95,7.35,-5.4,Below Avg,Decreased
2010-Q4,Pink Polkadot Bowl,301.3,954.22,-652.92,Below Avg,First quarter
2011-Q1,Pink Polkadot Bowl,1475.56,954.22,521.34,Above Avg,Increased
2011-Q2,Pink Polkadot Bowl,1066.63,954.22,112.41,Above Avg,Decreased
2011-Q3,Pink Polkadot Bowl,1237.13,954.22,282.91,Above Avg,Increased
2011-Q4,Pink Polkadot Bowl,690.47,954.22,-263.75,Below Avg,Decreased
2010-Q4,Pink Polkadot Childrens Umbrella,177.93,166.82,11.11,Above Avg,First quarter
2011-Q1,Pink Polkadot Childrens Umbrella,325.78,166.82,158.96,Above Avg,Increased
2011-Q2,Pink Polkadot Childrens Umbrella,-3.25,166.82,-170.07,Below Avg,Decreased
2010-Q4,Pink Polkadot Cup,110.87,540.62,-429.75,Below Avg,First quarter
2011-Q1,Pink Polkadot Cup,951.13,540.62,410.51,Above Avg,Increased
2011-Q2,Pink Polkadot Cup,701.53,540.62,160.91,Above Avg,Decreased
2011-Q3,Pink Polkadot Cup,608.73,540.62,68.11,Above Avg,Decreased
2011-Q4,Pink Polkadot Cup,330.83,540.62,-209.79,Below Avg,Decreased
2011-Q1,Pink Polkadot Kids Bag,1.95,1.95,0,Avg,First quarter
2010-Q4,Pink Polkadot Plate,106.34,770.84,-664.5,Below Avg,First quarter
2011-Q1,Pink Polkadot Plate,1469.93,770.84,699.09,Above Avg,Increased
2011-Q2,Pink Polkadot Plate,887.04,770.84,116.2,Above Avg,Decreased
2011-Q3,Pink Polkadot Plate,687.17,770.84,-83.67,Below Avg,Decreased
2011-Q4,Pink Polkadot Plate,703.72,770.84,-67.12,Below Avg,Increased
2010-Q4,Pink Polkadot Wrap,99,520.7,-421.7,Below Avg,First quarter
2011-Q1,Pink Polkadot Wrap,701,520.7,180.3,Above Avg,Increased
2011-Q2,Pink Polkadot Wrap,509,520.7,-11.7,Below Avg,Decreased
2011-Q3,Pink Polkadot Wrap,792,520.7,271.3,Above Avg,Increased
2011-Q4,Pink Polkadot Wrap,502.5,520.7,-18.2,Below Avg,Decreased
2010-Q4,Pink Poodle Hanging Decoration,16.8,4.08,12.72,Above Avg,First quarter
2011-Q1,Pink Poodle Hanging Decoration,-4.56,4.08,-8.64,Below Avg,Decreased
2011-Q2,Pink Poodle Hanging Decoration,0,4.08,-4.08,Below Avg,Increased
2010-Q4,Pink Pot Plant Candle,34.23,119.86,-85.63,Below Avg,First quarter
2011-Q1,Pink Pot Plant Candle,52.5,119.86,-67.36,Below Avg,Increased
2011-Q2,Pink Pot Plant Candle,95.32,119.86,-24.54,Below Avg,Increased
2011-Q3,Pink Pot Plant Candle,107.93,119.86,-11.93,Below Avg,Increased
2011-Q4,Pink Pot Plant Candle,309.31,119.86,189.45,Above Avg,Increased
2010-Q4,Pink Regency Teacup And Saucer,2.96,3418.69,-3415.73,Below Avg,First quarter
2011-Q1,Pink Regency Teacup And Saucer,2945.87,3418.69,-472.82,Below Avg,Increased
2011-Q2,Pink Regency Teacup And Saucer,4575.76,3418.69,1157.07,Above Avg,Increased
2011-Q3,Pink Regency Teacup And Saucer,5415.03,3418.69,1996.34,Above Avg,Increased
2011-Q4,Pink Regency Teacup And Saucer,4153.84,3418.69,735.15,Above Avg,Decreased
2010-Q4,Pink Rose Fabric Mirror,128.53,78.69,49.84,Above Avg,First quarter
2011-Q1,Pink Rose Fabric Mirror,153.55,78.69,74.86,Above Avg,Increased
2011-Q2,Pink Rose Fabric Mirror,63.97,78.69,-14.72,Below Avg,Decreased
2011-Q3,Pink Rose Fabric Mirror,2.5,78.69,-76.19,Below Avg,Decreased
2011-Q4,Pink Rose Fabric Mirror,44.92,78.69,-33.77,Below Avg,Increased
2010-Q4,Pink Spots Chocolate Nesting Boxes,70.06,180.78,-110.72,Below Avg,First quarter
2011-Q1,Pink Spots Chocolate Nesting Boxes,291.5,180.78,110.72,Above Avg,Increased
2010-Q4,Pink Sweetie Necklace,7.64,7.56,0.08,Above Avg,First quarter
2011-Q3,Pink Sweetie Necklace,7.48,7.56,-0.08,Below Avg,Decreased
2010-Q4,Pink Union Jack Luggage Tag,53.78,96.05,-42.27,Below Avg,First quarter
2011-Q1,Pink Union Jack Luggage Tag,122.22,96.05,26.17,Above Avg,Increased
2011-Q2,Pink Union Jack Luggage Tag,120.91,96.05,24.86,Above Avg,Decreased
2011-Q3,Pink Union Jack Luggage Tag,84.02,96.05,-12.03,Below Avg,Decreased
2011-Q4,Pink Union Jack Luggage Tag,99.32,96.05,3.27,Above Avg,Increased
2010-Q4,Pink Union Jack Passport Cover,81.99,123.79,-41.8,Below Avg,First quarter
2011-Q1,Pink Union Jack Passport Cover,140.49,123.79,16.7,Above Avg,Increased
2011-Q2,Pink Union Jack Passport Cover,217.12,123.79,93.33,Above Avg,Increased
2011-Q3,Pink Union Jack Passport Cover,91.76,123.79,-32.03,Below Avg,Decreased
2011-Q4,Pink Union Jack Passport Cover,87.57,123.79,-36.22,Below Avg,Decreased
2010-Q4,Pink Vintage Paisley Picnic Bag,138.68,987.55,-848.87,Below Avg,First quarter
2011-Q1,Pink Vintage Paisley Picnic Bag,386.99,987.55,-600.56,Below Avg,Increased
2011-Q2,Pink Vintage Paisley Picnic Bag,2640.73,987.55,1653.18,Above Avg,Increased
2011-Q3,Pink Vintage Paisley Picnic Bag,1278.1,987.55,290.55,Above Avg,Decreased
2011-Q4,Pink Vintage Paisley Picnic Bag,493.23,987.55,-494.32,Below Avg,Decreased
2011-Q2,Pink Vintage Spot Beaker,779.84,1525.84,-746,Below Avg,First quarter
2011-Q3,Pink Vintage Spot Beaker,3565.23,1525.84,2039.39,Above Avg,Increased
2011-Q4,Pink Vintage Spot Beaker,232.44,1525.84,-1293.4,Below Avg,Decreased
2011-Q1,Pink Yellow Patch Cushion Cover,22.95,60.31,-37.36,Below Avg,First quarter
2011-Q2,Pink Yellow Patch Cushion Cover,84.78,60.31,24.47,Above Avg,Increased
